,pretrain_lr_mean,pretrain_reg_loss_mean,pretrain_mi_mean,pretrain_individual_mis_Conv5|0
80,5.1458192145795064e-05,2.4752729431788136,-2.4752729431788136,-2.4752729431788136
81,4.6879413598360363e-05,2.4805325738588953,-2.4805325738588953,-2.4805325738588953
82,4.248724981633595e-05,2.4847851411501565,-2.4847851411501565,-2.4847851411501565
83,3.828705197472927e-05,2.464220994313558,-2.464220994313558,-2.464220994313558
84,3.428393736761942e-05,2.4775294407208777,-2.4775294407208777,-2.4775294407208777
85,3.0482783173522623e-05,2.4692314712206493,-2.4692314712206493,-2.4692314712206493
86,2.6888220513301474e-05,2.4719866426785795,-2.4719866426785795,-2.4719866426785795
87,2.3504628807857587e-05,2.4642425298690807,-2.4642425298690807,-2.4642425298690807
88,2.0336130442481547e-05,2.4762794383366877,-2.4762794383366877,-2.4762794383366877
89,1.7386585744361976e-05,2.4753645912806195,-2.4753645912806195,-2.4753645912806195
90,1.4659588279370876e-05,2.4607613698641457,-2.4607613698641457,-2.4607613698641457
91,1.2158460473857632e-05,2.4640166600545244,-2.4640166600545244,-2.4640166600545244
92,9.886249566784051e-06,2.4645665272076926,-2.4645665272076926,-2.4645665272076926
93,7.84572389713318e-06,2.461272640228269,-2.461272640228269,-2.461272640228269
94,6.0393695311145034e-06,2.4607914717992148,-2.4607914717992148,-2.4607914717992148
95,4.469387233275551e-06,2.4593979605038983,-2.4593979605038983,-2.4593979605038983
96,3.1376897852090055e-06,2.45834323167801,-2.45834323167801,-2.45834323167801
97,2.045899655123028e-06,2.458593217531839,-2.458593217531839,-2.458593217531839
98,1.1953470211137557e-06,2.4669797388712564,-2.4669797388712564,-2.4669797388712564
99,5.870681505481517e-07,2.4639947891235345,-2.4639947891235345,-2.4639947891235345
